PoF,Order proportion
1.0112544907542051,10.0
1.0073632771276821,4.0
1.0052307028443703,10.0
1.0023574397555646,4.0
1.0115553150521663,11.0
1.0044365200401093,3.0
1.020028556110615,12.0
1.0018221765955198,3.0
1.0018756235383146,11.0
1.0008853980545802,4.0
1.0043781777579701,11.0
1.0,3.0
1.007929792227348,10.0
1.0038147098062247,3.0
1.000957537289193,10.0
1.0039194774208526,4.0
1.0040418581473893,11.0
1.0,4.0
1.0036566276863883,10.0
1.0025477622426588,4.0
1.009559810510487,11.0
1.0,4.0
1.0014859459031367,11.0
1.0012135184769255,7.0
1.0015682625727327,11.0
1.001414127244475,4.0
1.0024178322250283,11.0
1.000089522627539,3.0
1.0061256311661975,11.0
1.0,4.0
1.0,11.0
1.0008528894998476,4.0
1.0,10.0
1.0,3.0
1.00196845668195,11.0
1.0026323564229702,4.0
1.0045801305941942,10.0
1.0,4.0
1.0039938732970182,10.0
1.0007905888471402,4.0
1.0083647054938434,10.0
1.003126319848688,3.0
1.0052121764184485,10.0
1.0002632876824438,3.0
1.0241703558198643,11.0
1.0,5.0
1.0,12.0
1.0003030322961954,5.0
1.0016919245734477,11.0
1.00001941528672,5.0
1.0,10.0
1.000937883722507,4.0
1.004047263757347,11.0
1.0,4.0
1.0029130671952418,11.0
1.0,4.0
1.0124727342926032,10.0
1.0,3.0
1.0002581933020034,11.0
1.0016576495486518,3.0
1.004661078603186,10.0
1.0,4.0
1.0143484070568014,11.0
1.003946918198823,4.0
1.0029792500363999,10.0
1.0,3.0
1.0066814428176918,11.0
1.0002660193101747,3.0
1.0107287679327461,10.0
1.0004364587263088,4.0
1.0003764127542796,10.0
1.0013111938685093,4.0
1.0025453758603375,12.0
1.0,3.0
1.0008193045589238,10.0
1.0022185285911451,4.0
1.001685062061366,13.0
1.0,3.0
1.0008165058846077,12.0
1.0,4.0
1.0005839430446104,10.0
1.0024173255054474,4.0
