PoF,Source,Sorted
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0039148559208448,KDE,False
1.0118645250855054,KDE,True
1.0,"uniform(0, 1)",False
1.0585976677140119,"uniform(0, 1)",True
1.0525628265737745,"beta(1, 6)",False
1.0055649292347464,"beta(1, 6)",True
1.0016326171610237,"beta(6, 1)",False
1.0091381869743952,"beta(6, 1)",True
1.014579274639054,"beta(2, 5)",False
1.0582178009818128,"beta(2, 5)",True
1.0030175361378644,"beta(5, 2)",False
1.0277597059626853,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0259842926160714,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0211995225146722,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0249981785402589,KDE,True
1.0103254310344827,"uniform(0, 1)",False
1.04322344390834,"uniform(0, 1)",True
1.0118242524775638,"beta(1, 6)",False
1.0338828904417485,"beta(1, 6)",True
1.0007377104151296,"beta(6, 1)",False
1.020499876694072,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0428289195922404,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0126904586214691,"beta(5, 2)",True
1.0348908635822103,"beta(0.5, 0.5)",False
1.0214150600781764,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0427612391426542,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.013109433687051,"beta(0.1, 0.6)",True
1.0074168704768933,KDE,False
1.0300863002951397,KDE,True
1.0056430859166101,"uniform(0, 1)",False
1.0347313965953624,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0317863011667607,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.012434928860167,"beta(6, 1)",True
1.0010209374061636,"beta(2, 5)",False
1.025935301940301,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0185969274217912,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0616084327290942,"beta(0.5, 0.5)",True
1.0075066871812894,"beta(0.6, 0.1)",False
1.0181335933936173,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0123173473210938,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0258708175286444,KDE,True
1.0195816105863502,"uniform(0, 1)",False
1.0276886417187208,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0206116897566713,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0216014281853392,"beta(6, 1)",True
1.0013232272109176,"beta(2, 5)",False
1.0473510497961533,"beta(2, 5)",True
1.0081494583133035,"beta(5, 2)",False
1.0170944617963367,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0675759307633277,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0170560921056218,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.000717550098352,KDE,False
1.015295286778318,KDE,True
1.0,"uniform(0, 1)",False
1.0374264926609786,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0332857142857144,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0094132385932542,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.017152512573896,"beta(2, 5)",True
1.004905732467293,"beta(5, 2)",False
1.031951830111859,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0405598915877798,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.028709175432376,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0935735812216139,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0041243731516871,KDE,True
1.000529444688157,"uniform(0, 1)",False
1.0783129709855355,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.050555197783112,"beta(1, 6)",True
1.0004095574015317,"beta(6, 1)",False
1.0144339858824043,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0576939593356676,"beta(2, 5)",True
1.0036663152612988,"beta(5, 2)",False
1.0233246222702832,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0598058404808288,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0271844182244918,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0150176528956134,KDE,True
1.0033724662673684,"uniform(0, 1)",False
1.0530799306077006,"uniform(0, 1)",True
1.0018544274455263,"beta(1, 6)",False
1.0456051465411325,"beta(1, 6)",True
1.0018894830981915,"beta(6, 1)",False
1.012695540131051,"beta(6, 1)",True
1.010606336489439,"beta(2, 5)",False
1.0142853124296751,"beta(2, 5)",True
1.0000181281183849,"beta(5, 2)",False
1.0230544878687966,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0431928806725994,"beta(0.5, 0.5)",True
1.0000893895218066,"beta(0.6, 0.1)",False
1.0182925671673528,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0056971591716513,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0143830799495719,KDE,True
1.0,"uniform(0, 1)",False
1.0575929975290055,"uniform(0, 1)",True
1.0439673575678663,"beta(1, 6)",False
1.0377732940826252,"beta(1, 6)",True
1.0017079715864246,"beta(6, 1)",False
1.0184012091042771,"beta(6, 1)",True
1.003104999877394,"beta(2, 5)",False
1.0251335213270527,"beta(2, 5)",True
1.002544919171847,"beta(5, 2)",False
1.0102614912666168,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0557140362112127,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0222286833216137,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0083748496821852,"beta(0.1, 0.6)",True
1.0064169179221674,KDE,False
1.0295649789088712,KDE,True
1.0009015687682676,"uniform(0, 1)",False
1.0233015414469584,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0283953205276726,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.022481073793367,"beta(6, 1)",True
1.023119958712629,"beta(2, 5)",False
1.038167058005312,"beta(2, 5)",True
1.002814436064374,"beta(5, 2)",False
1.01855037168865,"beta(5, 2)",True
1.0090231941683234,"beta(0.5, 0.5)",False
1.168158524236187,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0208183855211816,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0307210870195418,KDE,True
1.0,"uniform(0, 1)",False
1.0545087968359201,"uniform(0, 1)",True
1.01946293494705,"beta(1, 6)",False
1.020957562483796,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0142009458881134,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0593433789393316,"beta(2, 5)",True
1.003769473533292,"beta(5, 2)",False
1.0189514105780555,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0686223637849015,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.033091096761252,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0351853523661174,KDE,True
1.0,"uniform(0, 1)",False
1.0513600547621735,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0134597787907282,"beta(1, 6)",True
1.0035988242810976,"beta(6, 1)",False
1.018240592904522,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0463137738153525,"beta(2, 5)",True
1.0051637186988887,"beta(5, 2)",False
1.0289198407338467,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0623138570636361,"beta(0.5, 0.5)",True
1.001882719046337,"beta(0.6, 0.1)",False
1.029380125110824,"beta(0.6, 0.1)",True
0.9999999999999998,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0020350964458749,KDE,False
1.016705788969724,KDE,True
1.0,"uniform(0, 1)",False
1.0530050523333019,"uniform(0, 1)",True
1.0041191559474993,"beta(1, 6)",False
1.06794077928922,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0138283614961436,"beta(6, 1)",True
1.0014385602934435,"beta(2, 5)",False
1.043943620969894,"beta(2, 5)",True
1.0015749305834851,"beta(5, 2)",False
1.017708731507868,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.1406779126927438,"beta(0.5, 0.5)",True
1.001481386273274,"beta(0.6, 0.1)",False
1.0323947277135412,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0070250847078626,KDE,True
1.0,"uniform(0, 1)",False
1.0471301418707692,"uniform(0, 1)",True
1.0024008027684257,"beta(1, 6)",False
1.0112120788480359,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.010235170672472,"beta(6, 1)",True
1.0110675183188735,"beta(2, 5)",False
1.0347787766613785,"beta(2, 5)",True
1.000518445591784,"beta(5, 2)",False
1.0128100283050387,"beta(5, 2)",True
1.002975281989798,"beta(0.5, 0.5)",False
1.0550512697175862,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0360091150807966,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0007825368685965,KDE,False
1.0167185689342282,KDE,True
1.0,"uniform(0, 1)",False
1.064579353599152,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0705319241728208,"beta(1, 6)",True
1.0006155130628385,"beta(6, 1)",False
1.0210243474859524,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0299185335381733,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.026867272488383,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0295257954517576,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0346089506339773,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0002769776202083,"beta(0.1, 0.6)",True
1.0011081124555417,KDE,False
1.0214151121014134,KDE,True
1.004343804201195,"uniform(0, 1)",False
1.037097664520393,"uniform(0, 1)",True
1.0034686121966085,"beta(1, 6)",False
1.025287961703709,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0178909962944176,"beta(6, 1)",True
1.0136820936983408,"beta(2, 5)",False
1.0257031446819906,"beta(2, 5)",True
1.0015856858602858,"beta(5, 2)",False
1.0226233673625964,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.049351487628073,"beta(0.5, 0.5)",True
1.0095684459432885,"beta(0.6, 0.1)",False
1.0183903619044028,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0063582764941947,"beta(0.1, 0.6)",True
1.0,KDE,False
1.029617724894478,KDE,True
1.0061078815329063,"uniform(0, 1)",False
1.0693103018647916,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0084742311701849,"beta(1, 6)",True
1.0004264364741327,"beta(6, 1)",False
1.0082872078279288,"beta(6, 1)",True
1.0017162173875358,"beta(2, 5)",False
1.0318124825968902,"beta(2, 5)",True
1.002454335907251,"beta(5, 2)",False
1.0358497364228714,"beta(5, 2)",True
1.0081353949880465,"beta(0.5, 0.5)",False
1.0628302863974521,"beta(0.5, 0.5)",True
1.0126717098206872,"beta(0.6, 0.1)",False
1.035106549473683,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0050898679815492,KDE,False
1.045264596816984,KDE,True
1.0140368992187654,"uniform(0, 1)",False
1.033395838159281,"uniform(0, 1)",True
1.0044124519213486,"beta(1, 6)",False
1.078247443352717,"beta(1, 6)",True
1.0082517823078854,"beta(6, 1)",False
1.01738147179611,"beta(6, 1)",True
1.009296835880684,"beta(2, 5)",False
1.026631978612292,"beta(2, 5)",True
1.0016462485841873,"beta(5, 2)",False
1.01492404417045,"beta(5, 2)",True
1.0053289852572032,"beta(0.5, 0.5)",False
1.060595917539107,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0145887211496099,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0052270105730046,KDE,True
1.0022615603802891,"uniform(0, 1)",False
1.0284844666328192,"uniform(0, 1)",True
1.043532297359584,"beta(1, 6)",False
1.0286854195513189,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.007756237056507,"beta(6, 1)",True
1.0086241550466277,"beta(2, 5)",False
1.0258246544996377,"beta(2, 5)",True
1.0001933197293524,"beta(5, 2)",False
1.0309453821020316,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0490575236461896,"beta(0.5, 0.5)",True
1.0031837441767912,"beta(0.6, 0.1)",False
1.0174415570543907,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0001764424167574,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0137519422147212,KDE,True
1.0016265924630676,"uniform(0, 1)",False
1.0528400565631546,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0217907690277457,"beta(1, 6)",True
1.0037727734185509,"beta(6, 1)",False
1.014947855514287,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0146230459326822,"beta(2, 5)",True
1.0026161871544355,"beta(5, 2)",False
1.018529910237901,"beta(5, 2)",True
1.0227158915348142,"beta(0.5, 0.5)",False
1.0820351523189522,"beta(0.5, 0.5)",True
1.0116872998584827,"beta(0.6, 0.1)",False
1.025758914686585,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0074796651251319,KDE,False
1.0161090675286162,KDE,True
1.0044675014734021,"uniform(0, 1)",False
1.0468259483127884,"uniform(0, 1)",True
1.0149065377673083,"beta(1, 6)",False
1.037144713784597,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0166365812561386,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0159661171337997,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.028069958702481,"beta(5, 2)",True
1.0044254615596582,"beta(0.5, 0.5)",False
1.1417298222312495,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0180171356055943,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0376043795334502,KDE,True
1.0,"uniform(0, 1)",False
1.1005883141566049,"uniform(0, 1)",True
1.0020592948717948,"beta(1, 6)",False
1.0198933298643857,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.013849183449048,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.045493567900256,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0209835245568513,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.156846927986843,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0131777942875781,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0033619605691786,KDE,False
1.0101622233535799,KDE,True
1.0,"uniform(0, 1)",False
1.0277257129418138,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0231674453043074,"beta(1, 6)",True
1.0026426071840366,"beta(6, 1)",False
1.0225378185838017,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0672240846472159,"beta(2, 5)",True
1.0007916981168592,"beta(5, 2)",False
1.013442264662569,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0114906432407247,"beta(0.5, 0.5)",True
1.0003430513380003,"beta(0.6, 0.1)",False
1.0566636499096753,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.010247914543232,KDE,True
1.0,"uniform(0, 1)",False
1.0197927642303315,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0195733854898126,"beta(1, 6)",True
1.005089197081699,"beta(6, 1)",False
1.0067633584981592,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0398741309231323,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0046248048519324,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.06831197077613,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0612413508210263,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0086556799843513,"beta(0.1, 0.6)",True
1.002070098998448,KDE,False
1.0386277184816628,KDE,True
1.0,"uniform(0, 1)",False
1.0747152414111596,"uniform(0, 1)",True
1.004261729667585,"beta(1, 6)",False
1.022348422331918,"beta(1, 6)",True
1.004277104465652,"beta(6, 1)",False
1.009783644419371,"beta(6, 1)",True
1.010950340174267,"beta(2, 5)",False
1.0306193189925053,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0212004254394957,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0368925268748759,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0312126667424435,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0187588056174157,KDE,True
1.0,"uniform(0, 1)",False
1.0955436501235742,"uniform(0, 1)",True
1.0017349967907574,"beta(1, 6)",False
1.0177667053951795,"beta(1, 6)",True
1.0004997633714414,"beta(6, 1)",False
1.0109887573008287,"beta(6, 1)",True
1.0223376596997948,"beta(2, 5)",False
1.0482742511014993,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0340178209844588,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0761947155649272,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0213344366440507,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0128148836687891,KDE,False
1.0185604809117677,KDE,True
1.0,"uniform(0, 1)",False
1.0251044061752153,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0482524480928315,"beta(1, 6)",True
1.0006348306465065,"beta(6, 1)",False
1.0119233710833813,"beta(6, 1)",True
1.0054381693052266,"beta(2, 5)",False
1.0249149452077968,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.016267387357572,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0957931858759649,"beta(0.5, 0.5)",True
1.000809319791158,"beta(0.6, 0.1)",False
1.0059696528587816,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0029301565952542,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0005352590282417,KDE,True
1.046430601817446,"uniform(0, 1)",False
1.05090959926692,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.036278551763257,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0201601824146147,"beta(6, 1)",True
1.0047882298742417,"beta(2, 5)",False
1.0261069179882412,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0237571489091293,"beta(5, 2)",True
1.0203146494100324,"beta(0.5, 0.5)",False
1.0668824277122624,"beta(0.5, 0.5)",True
1.003148710677573,"beta(0.6, 0.1)",False
1.0215080527282665,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0093220698864271,KDE,True
1.0,"uniform(0, 1)",False
1.0756930310140833,"uniform(0, 1)",True
1.006926914472346,"beta(1, 6)",False
1.0511880551129766,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0184455166165902,"beta(6, 1)",True
1.0085957425317544,"beta(2, 5)",False
1.0334768336174778,"beta(2, 5)",True
1.0012621359874405,"beta(5, 2)",False
1.0157667233178738,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0865856644372853,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0061415300449055,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0004182032467779,KDE,False
1.0097784674763994,KDE,True
1.000118209940855,"uniform(0, 1)",False
1.0880167026185603,"uniform(0, 1)",True
1.0042130065975494,"beta(1, 6)",False
1.0112647301767081,"beta(1, 6)",True
1.0008023059826792,"beta(6, 1)",False
1.0083514655062078,"beta(6, 1)",True
1.0048951161616706,"beta(2, 5)",False
1.0511121073249705,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0241831318202925,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0428773544124503,"beta(0.5, 0.5)",True
1.0004507034569636,"beta(0.6, 0.1)",False
1.0299699260372939,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0161854201735077,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0196344288739452,KDE,True
1.0057184291101604,"uniform(0, 1)",False
1.030134536325504,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0183057348155102,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0060900228238543,"beta(6, 1)",True
1.0032501514901118,"beta(2, 5)",False
1.013379843658065,"beta(2, 5)",True
1.0103030131627324,"beta(5, 2)",False
1.0149785245263458,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0417001075801302,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0166798212747317,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0139259375490353,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0127239775886714,KDE,True
1.0152106052946228,"uniform(0, 1)",False
1.0361625681546272,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0023762578455786,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0151529011176925,"beta(6, 1)",True
1.0046075327252966,"beta(2, 5)",False
1.0486357336598389,"beta(2, 5)",True
1.0093170314667101,"beta(5, 2)",False
1.013870751438602,"beta(5, 2)",True
1.000665826156082,"beta(0.5, 0.5)",False
1.0410852840087792,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0155741451283624,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.076989309033508,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0465779452778514,KDE,True
1.0,"uniform(0, 1)",False
1.0516715771472123,"uniform(0, 1)",True
1.0137771311499748,"beta(1, 6)",False
1.0532030821580731,"beta(1, 6)",True
1.003113679289098,"beta(6, 1)",False
1.0240786157433381,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0471863873861378,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.030247025530102,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0790810848646413,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0315556141588604,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0554395811231647,"beta(0.1, 0.6)",True
1.000800378031658,KDE,False
1.019197943622322,KDE,True
1.0,"uniform(0, 1)",False
1.0761633340965646,"uniform(0, 1)",True
1.0165524446627527,"beta(1, 6)",False
1.0183163164432771,"beta(1, 6)",True
1.0003617391769741,"beta(6, 1)",False
1.0128005949886694,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0422128040947032,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0118248886450754,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0593314519201145,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0323076768152069,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.003937959536175,KDE,False
1.0115614328052833,KDE,True
1.0,"uniform(0, 1)",False
1.0714532505600567,"uniform(0, 1)",True
1.0004373940686242,"beta(1, 6)",False
1.0148737668142263,"beta(1, 6)",True
1.001384683111563,"beta(6, 1)",False
1.0185484664703965,"beta(6, 1)",True
1.0080690002118196,"beta(2, 5)",False
1.0350120621182288,"beta(2, 5)",True
1.001007801820318,"beta(5, 2)",False
1.0189456455381767,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0551735682318497,"beta(0.5, 0.5)",True
1.0008737343294642,"beta(0.6, 0.1)",False
1.0441336230952423,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.007503070791136,KDE,True
1.0,"uniform(0, 1)",False
1.0293894773568553,"uniform(0, 1)",True
1.016282678294345,"beta(1, 6)",False
1.022782964346048,"beta(1, 6)",True
1.0041966465299694,"beta(6, 1)",False
1.0191101828720384,"beta(6, 1)",True
1.0101891884449097,"beta(2, 5)",False
1.0074167956019355,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0241617648737886,"beta(5, 2)",True
1.002597610839413,"beta(0.5, 0.5)",False
1.060210843234407,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.003441924925007,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0224204294759618,KDE,False
1.0210913506829573,KDE,True
1.0065196329856958,"uniform(0, 1)",False
1.0680530712283114,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0319645091570926,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0147974317575938,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.021256907811097,"beta(2, 5)",True
1.002678781007936,"beta(5, 2)",False
1.0180372065306718,"beta(5, 2)",True
1.0004818246244793,"beta(0.5, 0.5)",False
1.031748661320577,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0123664827548717,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0008973574286808,KDE,False
1.0252634935820772,KDE,True
1.0,"uniform(0, 1)",False
1.0806213705092313,"uniform(0, 1)",True
1.0143074783069483,"beta(1, 6)",False
1.03299766715005,"beta(1, 6)",True
1.0,"beta(6, 1)",False
1.0139230728150215,"beta(6, 1)",True
1.0073948767520542,"beta(2, 5)",False
1.0204028631041058,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0403170522041782,"beta(5, 2)",True
1.0112026608209235,"beta(0.5, 0.5)",False
1.0518315959978342,"beta(0.5, 0.5)",True
1.0,"beta(0.6, 0.1)",False
1.0203655915524341,"beta(0.6, 0.1)",True
1.0075949367088606,"beta(0.1, 0.6)",False
1.0226228154671804,"beta(0.1, 0.6)",True
1.0,KDE,False
1.011231836716686,KDE,True
1.0082516718532741,"uniform(0, 1)",False
1.0542787037256354,"uniform(0, 1)",True
1.0065565279027289,"beta(1, 6)",False
1.0078975996383208,"beta(1, 6)",True
1.0001919416792588,"beta(6, 1)",False
1.0129363396028708,"beta(6, 1)",True
1.0029051576458594,"beta(2, 5)",False
1.0064568534386646,"beta(2, 5)",True
1.0,"beta(5, 2)",False
1.0231633836602076,"beta(5, 2)",True
1.0,"beta(0.5, 0.5)",False
1.0533930808115535,"beta(0.5, 0.5)",True
1.0031630244221708,"beta(0.6, 0.1)",False
1.0276402617316636,"beta(0.6, 0.1)",True
1.0,"beta(0.1, 0.6)",False
1.0,"beta(0.1, 0.6)",True
1.0,KDE,False
1.0534343143164133,KDE,True
1.0003355486121117,"uniform(0, 1)",False
1.0734596163227943,"uniform(0, 1)",True
1.0,"beta(1, 6)",False
1.0245684798406192,"beta(1, 6)",True
1.0037137098021134,"beta(6, 1)",False
1.0121801406096194,"beta(6, 1)",True
1.0,"beta(2, 5)",False
1.0475436346773899,"beta(2, 5)",True
1.0031287076771982,"beta(5, 2)",False
