PoF,N,Sorted rows
1.0,30,False
1.050019448925394,30,False
1.078865377059323,30,False
1.0748566967167998,30,False
1.0000000000000002,30,False
1.0663225548428512,30,False
1.0833614392787863,30,False
1.0225927772196195,30,False
1.1188019477785067,30,False
1.0461597071009034,30,False
1.0624602947436923,30,False
1.0129003385184963,30,False
1.0558535233003017,30,False
1.0099501762743472,30,False
1.0208507234729627,30,False
1.0188500466432922,30,False
0.9999999999999997,30,False
1.1647825756406551,30,False
1.1004232227558906,30,False
1.011175328875405,30,False
1.0426080275502823,30,False
1.0153762705053047,30,False
1.0935739323679847,30,False
1.0430971786494907,30,False
1.052939983229484,30,False
1.039768863745769,30,False
1.0328439137959353,30,False
1.0696438441573959,30,False
1.0428534258868771,30,False
1.0976991003118257,30,False
1.1975768465570917,30,False
1.0272292714195657,30,False
1.0069222860456386,30,False
1.0512696265095458,30,False
1.0301753163127434,30,False
1.0,30,False
1.0020844682840642,30,False
1.075823176241201,30,False
1.051257500983782,30,False
1.1716908735531444,30,False
1.1459104053342601,30,False
1.1019815307517558,30,False
1.1682276203121205,30,False
1.0750043432938945,30,False
1.0265693765722992,30,False
1.0752412545888752,30,False
1.1173941076473117,30,False
1.0355325012598524,30,False
1.1269367298080852,30,False
1.0720563516588921,30,False
1.0405118972835934,30,False
1.0554256766347592,30,False
1.0321497524943652,30,False
1.0499262453883444,30,False
1.041755962262136,30,False
1.0813609623804905,30,False
1.005749694801777,30,False
1.0866764118862617,30,False
1.013525354148447,30,False
1.0096827129993073,30,False
1.0703869572276878,30,False
1.0451782186758802,30,False
1.0421205062917278,30,False
1.0577520045572082,30,False
1.0902364278809527,30,False
1.0289839149255837,30,False
1.031204562134306,30,False
1.0694421271458234,30,False
1.016709388948563,30,False
1.0066982766292076,30,False
1.0378936480233147,30,False
1.0630397601241026,30,False
1.0475961990565443,30,False
1.0413822514149087,30,False
1.0292687099989022,30,False
1.0254866232103257,30,False
1.0930277091929823,30,False
1.0207289865538327,30,False
1.0372463797926257,30,False
1.0435973704856782,30,False
1.0977346179542593,30,False
1.0012535774841325,30,False
1.0070826832309618,30,False
1.0403163071496175,30,False
1.0268138716109265,30,False
1.0793194752397914,30,False
1.056203362228491,30,False
1.005960407768892,30,False
1.01174877243017,30,False
1.0227808588290954,30,False
1.0571019392367151,30,False
1.0452198594551805,30,False
1.0,30,False
1.040601906182136,30,False
1.0776845388316734,30,False
1.040942708527847,30,False
1.0611382468416108,30,False
1.0754531301124521,30,False
1.0314934664518511,30,False
1.0476293816827056,30,False
1.0310789240447709,30,False
1.0331046887657653,30,False
1.1192209843177916,30,False
1.0208619602094477,30,False
1.1065532297420981,30,False
1.023299719853805,30,False
1.0220616348029696,30,False
1.0057684373537978,30,False
1.0388382581056042,30,False
1.0988590140008017,30,False
1.034490544126451,30,False
1.1170168824333553,30,False
1.0105662957529242,30,False
1.053843269253461,30,False
1.0695417407544239,30,False
1.1112415064041392,30,False
1.047050761619594,30,False
1.0802108510738675,30,False
1.056800141841275,30,False
1.0555784435629525,30,False
1.0233749251333168,30,False
1.0735969695066252,30,False
1.0232330888475016,30,False
1.0632550499880395,30,False
1.0350152816933778,30,False
1.0298419419931666,30,False
1.0,30,False
1.0,30,False
1.0,30,False
1.0024931008435711,30,False
1.0406115818156072,30,False
1.0203699665615231,30,False
1.0395978330689866,30,False
1.0832157006043863,30,False
1.0000000000000002,30,False
1.0394403538653547,30,False
1.0491785633453052,30,False
1.0030104425846607,30,False
1.076864725895595,30,False
1.0657565864355927,30,False
1.1081577481118434,30,False
1.038761216648978,30,False
1.0622294581163878,30,False
1.0041309597817614,30,False
1.069733358898016,30,False
1.0259249860181445,30,False
1.0453986099968138,30,False
1.015097754323951,30,False
0.9999999999999997,30,False
1.0210955515947684,30,False
1.0596636481554333,30,False
1.0,30,False
1.0986252246129617,30,False
1.0646201962053667,30,False
1.0382233761905524,30,False
1.0,30,False
1.1073397287954319,30,False
1.0786495912170284,30,False
1.0136839012640326,30,False
1.02115414076951,30,False
1.1026807645534984,30,False
1.0488491399489073,30,False
1.01881761055136,30,False
1.0217551564184413,30,False
1.0352824672010865,30,False
1.03896896503607,30,False
1.0000000000000004,30,False
1.0356041482224991,30,False
1.017521627257069,30,False
1.0392542363230566,30,False
1.0492058148517514,30,False
1.045009115029301,30,False
1.0374744285005306,30,False
1.052073731019779,30,False
1.1002710196859076,30,False
1.0995330992292787,30,False
1.1107844765895376,30,False
1.0391448334389832,30,False
1.0225293059019394,30,False
1.0214325228924883,30,False
1.0600873866966134,30,False
1.0467136966176571,30,False
1.0710380881336168,30,False
1.052545429399058,30,False
1.0405387901228997,30,False
1.0582089194013178,30,False
1.0419904879495732,30,False
1.0700833112049222,30,False
1.1080154230219013,30,False
1.100375559478795,30,False
1.0314323797645828,30,False
1.047660179872076,30,False
1.0172914468821364,30,False
1.0286222448819369,30,False
1.0054185345988373,30,False
1.0342472199440151,30,False
1.121671964050786,30,False
1.0893159278381621,30,False
1.0515081044496783,30,False
1.0199913953560162,30,False
1.0580940893618964,30,False
1.0054889653363646,30,False
1.0641735409680853,30,False
1.031453425985691,30,False
1.0215331237811314,30,False
1.0413031294381117,30,False
1.0897324964973882,30,False
1.0351392733391924,30,False
1.0341456970374185,30,False
1.064530598465282,30,False
1.0740742996091837,30,False
1.0397025062705234,30,False
1.0603724761699105,30,False
1.0887009784108945,30,False
1.0636002229656678,30,False
1.0806991067346328,30,False
1.0247829691541839,30,False
1.0727735170524635,30,False
1.0764035622241004,30,False
1.2183614145898671,30,True
1.1272070356312462,30,True
1.0803903559700938,30,True
1.1589385671959758,30,True
1.0832372333189049,30,True
1.0804782823270207,30,True
1.1687869657342185,30,True
1.1264000783457881,30,True
1.1680876409106133,30,True
1.1823644670507858,30,True
1.188017203197777,30,True
1.10841642640746,30,True
1.1881563004926303,30,True
1.1330758328493458,30,True
1.1880451422464704,30,True
1.0893871942356685,30,True
1.1526715850808875,30,True
1.2467051188014295,30,True
1.0767112356113573,30,True
1.2010308337335884,30,True
1.102938218532254,30,True
1.2074544663301023,30,True
1.1296599337336406,30,True
1.1062244947518438,30,True
1.150139076051007,30,True
1.0957498512742043,30,True
1.0869537872868895,30,True
1.084939173596082,30,True
1.1678078557628508,30,True
1.2151363865556712,30,True
1.1494041242933273,30,True
1.114121342083981,30,True
1.1978742040992412,30,True
1.2033414599467158,30,True
1.0818034592159833,30,True
1.1399477875711848,30,True
1.1436290395251971,30,True
1.0819458256043575,30,True
1.1426185015332733,30,True
1.090290790599446,30,True
1.1948203955322898,30,True
1.158023089999599,30,True
1.1409369021948685,30,True
1.1196498854957695,30,True
1.1654304737760157,30,True
1.12738514350091,30,True
1.184543125040301,30,True
1.2519403738278578,30,True
1.1572274626881258,30,True
1.1067473411386028,30,True
1.1754359775870333,30,True
1.140647387585978,30,True
1.1709910428033379,30,True
1.1110155716210732,30,True
1.102430181497472,30,True
1.219549223938424,30,True
1.093759840668445,30,True
1.1588234720647765,30,True
1.2967616705357103,30,True
1.12939105817223,30,True
1.107172185074328,30,True
1.1786128004454324,30,True
1.1290511424778717,30,True
1.0899564319202963,30,True
1.0907863417970063,30,True
1.1598220163789685,30,True
1.2226601746965227,30,True
1.0801386781026399,30,True
1.1780603170217154,30,True
1.178348076516298,30,True
1.2278001759760375,30,True
1.170224008258952,30,True
1.150342838071339,30,True
1.2037438467583148,30,True
1.1651965346999933,30,True
1.2032396354518011,30,True
1.1136417192797101,30,True
1.1216560311152308,30,True
1.1320379565079797,30,True
1.1530981656623138,30,True
1.0896980684433142,30,True
1.1117234896069335,30,True
1.1657939760502405,30,True
1.1828522936178791,30,True
1.1394623453181485,30,True
1.2445651573737868,30,True
1.1120120385892784,30,True
1.102257236148431,30,True
1.2944812741063538,30,True
1.1310949448175645,30,True
1.1809900774475346,30,True
1.1657899952724504,30,True
1.135237971625023,30,True
1.1447090156939297,30,True
1.151127508293893,30,True
1.1802569556725273,30,True
1.096261087879145,30,True
1.1140617807426338,30,True
1.197875298418637,30,True
1.112277409468913,30,True
1.278951132656386,30,True
1.1277158837537966,30,True
1.1109138918557386,30,True
1.1225304613708782,30,True
1.1103740636242134,30,True
1.1571731565443726,30,True
1.1358049181291079,30,True
1.0918791952594973,30,True
1.2250702685663706,30,True
1.141064669561271,30,True
1.162683334590157,30,True
1.1307279552720757,30,True
1.1562451120896169,30,True
1.0977454453317121,30,True
1.131335037531221,30,True
1.1409028325003205,30,True
1.1645597423674274,30,True
1.1627256762265306,30,True
1.1794524576547174,30,True
1.1100373693860943,30,True
1.137315898820191,30,True
1.1876917978049188,30,True
1.0837372966583303,30,True
1.0829821610379762,30,True
1.1234390980408908,30,True
1.1619465905135018,30,True
1.105363974496684,30,True
1.2127890512924147,30,True
1.1454407964018867,30,True
1.1856625777441505,30,True
1.1449591288903307,30,True
1.1058308844336613,30,True
1.108236970984019,30,True
1.1339734937939943,30,True
1.0399771196035308,30,True
1.183170378007213,30,True
1.2663382169563504,30,True
1.1126875782722603,30,True
1.1070757099595674,30,True
1.1395368212404207,30,True
1.172608427151696,30,True
1.1600926392409099,30,True
1.1854736191402038,30,True
1.0740277351753822,30,True
1.1756236583160866,30,True
1.2039959771088806,30,True
1.1196632176913646,30,True
1.1105797140511955,30,True
1.169694296314885,30,True
1.1337615171974145,30,True
1.1292706874932976,30,True
1.0707544027265306,30,True
1.1539965039182403,30,True
1.1844340461882863,30,True
1.155358292007694,30,True
1.1595095294679698,30,True
1.1525327968597838,30,True
1.138695514224895,30,True
1.1183395512095913,30,True
1.1302537309932223,30,True
1.1676388656667354,30,True
1.1690373192615726,30,True
1.1295210104470712,30,True
1.1848672912384086,30,True
1.1873164343361116,30,True
1.1242115038722005,30,True
1.1277796278253345,30,True
1.1196634039455904,30,True
1.1091651016315944,30,True
1.0789312611919117,30,True
1.1197747691618283,30,True
1.2150661876742022,30,True
1.098478638501991,30,True
1.173355889238698,30,True
1.1973966160334646,30,True
1.2299275761941657,30,True
1.2714057499983913,30,True
1.2239133537643712,30,True
1.1803736939921865,30,True
1.136395969259852,30,True
1.2200639103684867,30,True
1.119998577238019,30,True
1.2491694128940143,30,True
1.141838933703704,30,True
1.1526491919982182,30,True
1.2683682014584599,30,True
1.16076588454226,30,True
1.1311912930027912,30,True
1.2260402311858725,30,True
1.1636100252705261,30,True
1.1135833381864668,30,True
1.1192555518744927,30,True
1.1395986788869528,30,True
1.096924807773107,30,True
1.1378298678309957,30,True
1.1205074406089042,30,True
1.145666929008323,30,True
1.0809533093693955,30,True
1.0518452055013323,30,True
1.192577311783416,30,True
1.141983790586138,30,True
1.1225588004608351,30,True
1.1475628517112613,30,True
1.1174362259535278,30,True
1.1145241521789107,30,True
1.1644686015967407,30,True
1.097283049338389,30,True
1.1331117059138351,30,True
1.1664025093445052,30,True
1.0349594772584263,30,True
1.0845811524704483,30,True
1.1597401147339292,30,True
1.17270106947363,30,True
1.10359707809777,30,True
1.1394194415310899,30,True
1.1448904961797757,30,True
1.1086666633146303,30,True
1.0939404661520382,30,True
1.0525033762209566,30,True
1.1014243495542275,30,True
1.1380040598882721,30,True
1.1230158813601432,30,True
1.1430278843904578,30,True
1.174464896367841,30,True
1.0868365792145052,30,True
1.1399698286413855,30,True
1.1694523374865315,30,True
1.1582827986651676,30,True
1.167653111219176,30,True
1.2374371673424693,30,True
1.1400877419771926,30,True
1.1541123853251172,30,True
1.1732381478048814,30,True
1.163597052761586,30,True
1.0947744918460092,30,True
1.1404791108818393,30,True
1.115366670096499,30,True
1.1172260378319225,30,True
1.1586992935095695,30,True
1.0708172392489326,30,True
1.1408348224828173,30,True
1.2120725808129782,30,True
1.2067804760909648,30,True
1.0765630902972003,30,True
1.1917418671298896,30,True
1.2134649213855446,30,True
1.151078348721992,30,True
1.09391957477921,30,True
1.182647740301232,30,True
1.0325157082713714,30,True
1.1531932165187497,30,True
1.178461181040357,30,True
1.1290935442210575,30,True
1.109096286273581,30,True
1.218167905258208,30,True
1.1698346848593655,30,True
1.0850446780873013,30,True
1.190835239534401,30,True
1.1608348899675842,30,True
1.1285488725538664,30,True
1.1831582587311376,30,True
1.1631071557790393,30,True
1.1310434086878598,30,True
1.0653352769166793,30,True
1.0378260182117127,30,True
1.1298440763898314,30,True
1.1758727348452243,30,True
1.151097013898754,30,True
1.1215879945432827,30,True
1.114517746983241,30,True
1.153142684712498,30,True
1.1813101317353822,30,True
1.1981212629766913,30,True
1.0854358484091635,30,True
1.2630068373836418,30,True
1.0911436344690266,30,True
1.0812694856187268,30,True
1.1194637896375588,30,True
1.151573353080836,30,True
1.1857799737100396,30,True
1.1262157594212734,30,True
1.122339009581245,30,True
1.2232753599208417,30,True
1.1893367843701366,30,True
1.065617641905581,30,True
1.1418046331775409,30,True
1.2431886742957918,30,True
1.1787545965101305,30,True
1.19218085119695,30,True
1.133165079916112,30,True
1.1108073693917064,30,True
1.1570170522443204,30,True
1.1240460241945396,30,True
1.1725519413834051,30,True
1.1457679033276569,30,True
1.1680463830547199,30,True
1.1876553580157465,30,True
1.2056916733656637,30,True
1.1374476989485092,30,True
1.155818132212251,30,True
1.0840493205167507,30,True
1.1450511494720488,30,True
1.1199648256374446,30,True
1.0947084580489936,30,True
1.155184257211694,30,True
1.0812405940786478,30,True
1.1599166055409476,30,True
1.1304199495622405,30,True
1.1468749530284994,30,True
1.0888172501322242,30,True
1.1410054327746462,30,True
1.057647708864132,30,True
1.1169083238992936,30,True
1.13000572665418,30,True
1.1007939166296177,30,True
1.0623299066849277,30,True
1.2361673836296627,30,True
1.1363219360464758,30,True
1.183345611610951,30,True
1.2638233199676476,30,True
1.1439904772912985,30,True
1.0976293577971847,30,True
1.1435268345482976,30,True
1.1454784133102234,30,True
1.1132524198626421,30,True
1.2124968980800044,30,True
1.1392316263862308,30,True
1.1623771436490942,30,True
1.130875832316912,30,True
1.1121973471537971,30,True
1.131771538598514,30,True
1.2206220493758047,30,True
1.1743668458221148,30,True
1.0943015351807288,30,True
1.192224598428912,30,True
1.135524117192782,30,True
1.1189660361773919,30,True
1.1018250729316341,30,True
1.0742647885225711,30,True
1.186927517867257,30,True
1.1450343201645752,30,True
1.201254974896192,30,True
1.216477892744768,30,True
1.1612938952956762,30,True
1.078350949690053,30,True
1.08391437330767,30,True
1.1390450371913727,30,True
1.1843809091689972,30,True
1.1061088627527502,30,True
1.1378382623275802,30,True
1.1132528738447955,30,True
1.17976815234322,30,True
1.1595247973107183,30,True
1.1553675980728053,30,True
1.1966583184383461,30,True
1.1567203595466955,30,True
1.1195557701725434,30,True
1.146862156987576,30,True
1.0719682494323157,30,True
1.1931954821483355,30,True
1.1803721951842725,30,True
1.1202180959323866,30,True
1.1917073823173927,30,True
1.167088370969246,30,True
1.1446711456588334,30,True
1.1636046998425325,30,True
1.1324037504993434,30,True
1.1624189620213812,30,True
1.1347014805473692,30,True
1.1487318723711737,30,True
1.1423597285639118,30,True
1.1419726700159896,30,True
1.1641264394154982,30,True
1.2246643276371394,30,True
1.161622864295738,30,True
1.1313858905081733,30,True
1.1868921469572593,30,True
1.1715802473088923,30,True
1.1131351832470413,30,True
1.1626346383011879,30,True
1.1339277064593316,30,True
1.1071938029842041,30,True
1.1415621638864948,30,True
1.1911559831680487,30,True
1.08628255523613,30,True
1.1183203827049641,30,True
1.1772594220925665,30,True
1.133158852439036,30,True
1.1984370881199635,30,True
1.1955921667704565,30,True
1.16063235182151,30,True
1.139571729938889,30,True
1.2100716595514072,30,True
1.1220654183865117,30,True
1.2110188332184437,30,True
1.1541516404832368,30,True
1.0454823001422686,30,True
1.176921441924666,30,True
1.0451622560451974,30,True
1.1613166461145854,30,True
1.1797102231590126,30,True
1.1679762907117401,30,True
1.1893640062907769,30,True
1.0965706509823763,30,True
1.0781675927508183,30,True
1.1491462666447865,30,True
1.1316684533072503,30,True
1.1212999031259425,30,True
1.2060801404195516,30,True
1.190134753452324,30,True
1.1284710950339587,30,True
1.0960465137793314,30,True
1.1563204808853842,30,True
1.0844971183490464,30,True
1.1336835895230077,30,True
1.1027837810492858,30,True
1.166085059470295,30,True
1.1815786778066895,30,True
1.10136014519945,30,True
1.067755219323847,30,True
1.2034207644209463,30,True
1.133867810699923,30,True
1.1910492758036029,30,True
1.1534587935903686,30,True
1.1502275434542197,30,True
1.1623019986307304,30,True
1.1661212376116696,30,True
1.1514947926691104,30,True
1.1485660796265933,30,True
1.1543722299609858,30,True
1.0888374331446924,30,True
1.1724259315962013,30,True
1.1507544939887207,30,True
1.176710500706101,30,True
1.1089411988516156,30,True
1.1954375142649096,30,True
1.1207594237601617,30,True
1.1170245367530562,30,True
1.1373009978617754,30,True
1.1543442562455197,30,True
1.0951222741043154,30,True
1.2321063318479777,30,True
1.1503087001913364,30,True
1.1347838817105496,30,True
1.1955759820888578,30,True
1.092011110087167,30,True
1.1729527245931244,30,True
1.1335878735471214,30,True
1.190652018741726,30,True
1.1933967950032374,30,True
1.1979258848405823,30,True
1.1193310346029843,30,True
1.1421729030159866,30,True
1.1101079487519927,30,True
1.1270526493345012,30,True
1.1100660099755177,30,True
1.1011382439383817,30,True
1.1278777448559998,30,True
1.100964475240078,30,True
1.17518115133228,30,True
1.1209052781152617,30,True
1.1237014612851817,30,True
1.1776889846524405,30,True
1.083353065214223,30,True
1.1267157753257069,30,True
1.1273931057477535,30,True
1.138899182940702,30,True
1.227403607388273,30,True
1.160510776895842,30,True
1.0996947374976436,30,True
1.1631891421373042,30,True
1.1235015769222305,30,True
1.2339356703755142,30,True
1.2017370149239206,30,True
1.2189174238866862,30,True
1.193952961880176,30,True
1.1801121223516473,30,True
1.1882912412529745,30,True
1.178267100697775,30,True
1.0993773860613532,30,True
1.1447329062060358,30,True
1.1138348659507853,30,True
1.1727473592083737,30,True
1.2586641828884522,30,True
1.144784005585593,30,True
1.139352707443075,30,True
1.0953466364760551,30,True
1.102495489343183,30,True
1.173943153612096,30,True
1.220010579987266,30,True
1.1783465709568435,30,True
1.1218592397531668,30,True
1.1003043561271253,30,True
1.144583927878564,30,True
1.1663531925876756,30,True
1.1165156350059273,30,True
1.1053246944892074,30,True
1.0766520413202414,30,True
1.129212020091553,30,True
1.1166512234881332,30,True
1.0213243665820535,40,False
1.0835841231489571,40,False
1.0253556233396628,40,False
1.0384520801302546,40,False
1.0389312269736426,40,False
1.0727738009887715,40,False
1.1813888024776704,40,False
1.0585767394231818,40,False
1.040376869828978,40,False
1.0376038954916091,40,False
1.0431704320172033,40,False
1.0528292892254492,40,False
1.026406398871486,40,False
1.0661975695053865,40,False
1.0206171431437931,40,False
1.013623539320064,40,False
1.133572910419768,40,False
1.010373989092095,40,False
1.002378215695811,40,False
1.0245743966986727,40,False
1.003964286529831,40,False
1.0213227955906743,40,False
1.0564813293801278,40,False
1.0,40,False
1.0802764857433602,40,False
1.0128979509345268,40,False
1.0287483245278728,40,False
1.0084299757412567,40,False
1.0284347688587616,40,False
1.024254349365513,40,False
1.0979790477903806,40,False
1.016441155975657,40,False
1.0241354978226158,40,False
1.0036703849929531,40,False
1.0068157738791834,40,False
1.0349846601845398,40,False
1.021798932067566,40,False
1.0237156314303366,40,False
1.0388540760414073,40,False
1.016542032496197,40,False
1.0445614167323307,40,False
1.0673166152057725,40,False
1.0584132789198781,40,False
1.027406181155688,40,False
1.0438055867681602,40,False
1.0097846855079218,40,False
1.0919345943432581,40,False
1.1242676202153625,40,False
1.0349023159690192,40,False
1.0373643509563888,40,False
1.0274114516886361,40,False
1.0653277639432859,40,False
1.0292990210197377,40,False
1.075360743685922,40,False
1.0638580906894877,40,False
0.9999999999999997,40,False
1.0592912844563194,40,False
1.016900874988128,40,False
1.0409455293245993,40,False
1.0621376019921747,40,False
1.0416419906305463,40,False
1.033405930486088,40,False
1.0346489017586984,40,False
1.0546777694512377,40,False
1.0571910814342915,40,False
1.0314417349781277,40,False
1.0288932110588298,40,False
1.0070939249846627,40,False
1.0934095203063448,40,False
1.0722625715249956,40,False
1.0127316443133807,40,False
1.0364702274267947,40,False
1.0547027171788221,40,False
1.0945550094015808,40,False
1.0412376200128548,40,False
1.0206353663336094,40,False
0.9999999999999997,40,False
1.0777965133871394,40,False
1.0293792254305887,40,False
1.0602466306509597,40,False
1.023138091400203,40,False
1.014617606911384,40,False
1.0253748974406087,40,False
1.0147266083629036,40,False
1.0383825454157831,40,False
1.0301917158211007,40,False
1.0451497318319707,40,False
1.075395528227764,40,False
1.0231033518154165,40,False
1.0478120994927418,40,False
1.058379286933477,40,False
1.0188477115475296,40,False
1.0489990357009715,40,False
1.0138433977164838,40,False
1.0636236205457306,40,False
1.0374254753061611,40,False
1.0591578788743516,40,False
1.021146887723327,40,False
1.0395309906176042,40,False
